id,x,y,r
1704,10.954008,9.617255,0.250
1705,7.458631,15.143551,0.250
1706,13.972535,17.075508,0.250
1707,19.995226,1.519932,0.250
1708,3.202830,15.269592,0.250
1709,17.639614,16.226195,0.250
1710,4.487651,14.526483,0.250
1711,15.414585,14.371459,0.250
1712,18.499546,6.558732,0.250
1713,16.737170,1.717995,0.250
1714,9.119756,14.249619,0.250
1715,4.297545,6.966382,0.250
1716,16.817123,6.438312,0.250
1717,15.937945,19.040665,0.250
1718,17.026995,17.705021,0.250
1719,5.531561,9.373510,0.250
1720,3.530136,13.156157,0.250
1721,8.861452,19.191360,0.250
1722,16.831627,18.209486,0.250
1723,14.499449,11.799593,0.250
1724,17.539776,13.379284,0.250
1725,19.685063,9.867676,0.250
1726,4.745021,14.061498,0.250
1727,11.204389,17.714320,0.250
1728,19.398840,15.318897,0.250
1729,11.269012,8.592644,0.250
1730,12.692656,1.666232,0.250
1731,8.394918,16.975320,0.250
1732,19.436741,1.855391,0.250
1733,13.281394,15.839738,0.250
1734,16.439125,8.660554,0.250
1735,19.689939,18.953159,0.250
1736,5.884501,3.663350,0.250
1737,10.323166,8.157871,0.250
1738,3.713131,7.038015,0.250
1739,7.703713,5.656346,0.250
1740,12.999753,12.336547,0.250
1741,10.053145,11.296395,0.250
1742,2.332487,6.273860,0.250
1743,12.170864,4.856326,0.250
1744,9.191743,13.512944,0.250
1745,11.313011,13.330101,0.250
1746,8.329121,6.450020,0.250
1747,18.071376,3.212487,0.250
1748,5.146326,19.999695,0.250
1749,12.252303,17.784220,0.250
1750,14.074068,11.380119,0.250
1751,3.755595,19.397154,0.250
1752,1.950971,4.898140,0.250
1753,18.453423,16.759422,0.250
1754,16.402477,1.734466,0.250
1755,9.069229,17.220591,0.250
1756,19.219756,14.728812,0.250
1757,11.056636,4.056817,0.250
1758,4.738607,8.165064,0.250
1759,3.478347,18.756004,0.250
1760,3.218371,2.556431,0.250
1761,14.885064,8.302955,0.250
1762,9.220831,4.430602,0.250
1763,14.194379,17.464536,0.250
1764,14.989120,1.114906,0.250
1765,6.569694,6.074824,0.250
1766,8.826629,0.521461,0.250
1767,14.299116,11.320271,0.250
1768,18.475913,15.932338,0.250
1769,2.674373,15.024852,0.250
1770,19.497596,15.784710,0.250
1771,10.869711,15.935231,0.250
1772,8.649276,18.456014,0.250
1773,7.820809,7.005908,0.250
1774,2.264436,12.049106,0.250
1775,13.103678,17.684379,0.250
1776,19.631345,19.177415,0.250
1777,2.813572,1.196296,0.250
1778,11.371966,6.750100,0.250
1779,0.443892,6.830617,0.250
1780,12.820866,0.757207,0.250
1781,12.765093,17.224765,0.250
1782,2.404114,6.054827,0.250
1783,10.703589,10.649786,0.250
1784,5.018197,11.150248,0.250
1785,15.220664,8.295501,0.250
1786,0.408919,17.987115,0.250
1787,8.191370,6.555667,0.250
1788,16.550309,16.730585,0.250
1789,8.283439,14.313128,0.250
1790,8.023530,5.552481,0.250
1791,11.836191,15.224979,0.250
1792,19.395782,15.416454,0.250
1793,18.739434,15.007713,0.250
1794,13.599209,19.863131,0.250
1795,3.312375,13.722383,0.250
1796,5.309808,9.795281,0.250
1797,10.182524,3.059757,0.250
1798,19.326330,13.262961,0.250
1799,15.164602,8.625477,0.250
1800,13.949191,0.248680,0.250
1801,11.139447,17.225207,0.250
1802,9.359376,12.452554,0.250
1803,18.932918,9.149800,0.250
1804,0.997346,18.077458,0.250
1805,3.194802,15.460445,0.250
1806,17.941944,11.614186,0.250
1807,13.277725,0.273830,0.250
1808,6.289300,18.626606,0.250
1809,9.116050,8.047294,0.250
1810,17.531740,5.536819,0.250
1811,12.104790,15.863984,0.250
1812,1.936689,14.410310,0.250
1813,0.978512,10.718015,0.250
1814,6.925581,2.741109,0.250
1815,12.690241,11.799620,0.250
1816,0.452763,8.236943,0.250
1817,8.290372,17.780311,0.250
1818,19.384399,18.604396,0.250
1819,3.805567,19.098033,0.250
1820,2.877382,6.334065,0.250
1821,6.117672,15.242321,0.250
1822,10.758234,8.485714,0.250
1823,13.842616,17.039459,0.250
1824,6.902018,11.473430,0.250
1825,3.209320,13.937629,0.250
1826,7.611239,0.850783,0.250
1827,18.938601,6.292073,0.250
1828,14.994753,16.095978,0.250
1829,10.122082,2.650251,0.250
1830,15.346676,10.397015,0.250
1831,11.101095,2.036991,0.250
1832,2.525282,15.436842,0.250
1833,7.345587,1.239649,0.250
1834,6.331920,11.178511,0.250
1835,6.333030,7.093266,0.250
1836,5.889910,0.650340,0.250
1837,13.427324,13.765721,0.250
1838,8.023458,9.731061,0.250
1839,12.757703,5.042892,0.250
1840,10.636555,11.934982,0.250
1841,13.097644,1.613806,0.250
1842,11.091887,18.197143,0.250
1843,18.743769,13.355802,0.250
1844,19.589743,11.658468,0.250
1845,5.394758,16.619681,0.250
1846,17.546917,7.450927,0.250
1847,1.030248,16.514868,0.250
1848,0.975616,17.482687,0.250
1849,11.789743,14.194563,0.250
1850,8.862367,0.223271,0.250
1851,12.851519,19.140902,0.250
1852,16.546924,15.488715,0.250
1853,4.311531,6.450109,0.250
1854,14.101169,4.226723,0.250
1855,12.062321,19.117656,0.250
1856,9.708028,13.301821,0.250
1857,13.671919,15.323416,0.250
1858,18.040366,5.280520,0.250
1859,9.262757,0.716820,0.250
1860,13.639903,13.216462,0.250
1861,17.390566,5.702018,0.250
1862,9.296112,0.435588,0.250
1863,15.923290,7.723026,0.250
1864,19.425133,5.321284,0.250
1865,7.919989,18.548891,0.250
1866,8.448673,11.099545,0.250
1867,12.509745,16.558842,0.250
1868,4.172915,0.624124,0.250
1869,0.770569,4.027449,0.250
1870,16.167425,16.161694,0.250
1871,16.608308,9.409778,0.250
1872,19.144056,4.177005,0.250
1873,2.635549,14.626546,0.250
1874,1.335857,5.118033,0.250
1875,11.050526,7.349282,0.250
1876,17.875975,8.201144,0.250
1877,19.516029,18.285476,0.250
1878,9.176568,11.196245,0.250
1879,12.038307,3.463743,0.250
1880,4.307702,5.211943,0.250
1881,4.845975,11.518971,0.250
1882,9.376268,4.480703,0.250
1883,17.268922,15.977488,0.250
1884,0.904879,1.143998,0.250
1885,7.617213,12.542205,0.250
1886,4.210781,5.037472,0.250
1887,14.060001,1.377784,0.250
1888,16.784758,8.476091,0.250
1889,0.504430,14.395787,0.250
1890,16.670040,16.039304,0.250
1891,7.474538,7.539837,0.250
1892,15.841204,19.356195,0.250
1893,7.990172,18.070770,0.250
1894,18.583088,16.890641,0.250
1895,8.445887,6.851794,0.250
1896,4.869692,18.726471,0.250
1897,14.489851,5.633645,0.250
1898,18.743084,16.352617,0.250
1899,1.902761,9.339740,0.250
1900,1.692309,17.448272,0.250
1901,12.476737,13.351340,0.250
1902,11.032293,5.668050,0.250
1903,14.894238,15.792700,0.250
1904,3.282753,5.427137,0.250
1905,10.606963,4.816228,0.250
1906,2.547096,11.686453,0.250
1907,4.714757,10.887638,0.250
1908,13.891333,4.737799,0.250
1909,1.844521,4.071114,0.250
1910,1.722981,9.989025,0.250
1911,7.029115,16.314458,0.250
1912,13.169970,2.749176,0.250
1913,11.586267,8.734249,0.250
1914,6.459551,18.013655,0.250
1915,3.997474,3.901002,0.250
1916,4.297197,5.249377,0.250
1917,5.786916,3.124321,0.250
1918,12.245517,8.179924,0.250
1919,12.400356,8.738055,0.250
1920,2.103157,9.570702,0.250
1921,19.084047,11.385456,0.250
1922,0.283706,1.014099,0.250
1923,11.763643,2.304336,0.250
1924,1.194604,17.714639,0.250
1925,2.923099,10.612221,0.250
1926,5.616051,18.274139,0.250
1927,12.483580,5.591509,0.250
1928,4.079906,9.476865,0.250
1929,13.682371,3.974624,0.250
1930,5.248599,16.074690,0.250
1931,3.951774,2.229175,0.250
1932,9.294038,15.572247,0.250
1933,0.798025,13.843109,0.250
1934,6.276510,18.012090,0.250
1935,2.680191,11.609872,0.250
1936,19.523590,10.759843,0.250
1937,14.889083,14.913562,0.250
1938,14.009051,8.289364,0.250
1939,0.426160,2.014083,0.250
1940,9.731763,6.967898,0.250
1941,15.882431,7.332307,0.250
1942,0.094604,4.841230,0.250
1943,12.317370,3.735226,0.250
1944,15.283367,6.418847,0.250
1945,1.137813,9.821109,0.250
1946,10.645661,12.459091,0.250
1947,4.976873,2.204659,0.250
1948,0.069825,14.754315,0.250
1949,13.572837,12.802170,0.250
1950,14.363826,15.916042,0.250
1951,4.648081,11.116681,0.250
1952,4.634171,14.160118,0.250
1953,9.787970,11.523134,0.250
1954,10.664812,13.091868,0.250
1955,5.319768,5.553531,0.250
1956,14.296051,16.491258,0.250
1957,8.191543,19.182085,0.250
1958,17.803447,8.098043,0.250
1959,16.851070,15.110383,0.250
1960,7.276721,16.396928,0.250
1961,17.124745,0.052542,0.250
1962,0.998667,4.402728,0.250
1963,13.096482,17.020357,0.250
1964,2.824051,4.445513,0.250
1965,2.986628,2.608468,0.250
1966,0.558522,17.955777,0.250
1967,0.030863,9.279508,0.250
1968,9.337517,0.249584,0.250
1969,18.359108,12.649263,0.250
1970,0.005170,10.313731,0.250
1971,3.874432,3.771830,0.250
1972,12.493213,5.590902,0.250
1973,10.131957,6.424768,0.250
1974,14.199885,1.764823,0.250
1975,19.217768,19.394260,0.250
1976,3.368839,17.545419,0.250
1977,7.627813,3.760263,0.250
1978,17.468047,4.453972,0.250
1979,17.146815,15.181671,0.250
1980,6.568709,1.608275,0.250
1981,10.727173,1.181466,0.250
1982,11.724153,15.507789,0.250
1983,13.367874,3.431877,0.250
1984,8.348748,4.818800,0.250
1985,17.993396,5.039536,0.250
1986,14.596806,10.159574,0.250
1987,16.332611,2.830633,0.250
1988,4.741491,8.885514,0.250
1989,14.797701,4.636072,0.250
1990,7.553724,14.874316,0.250
1991,15.363052,11.576630,0.250
1992,9.681087,3.311125,0.250
1993,1.444170,5.348111,0.250
1994,4.026734,0.473693,0.250
1995,8.776582,0.506501,0.250
1996,3.128293,18.517533,0.250
1997,1.294746,1.753129,0.250
1998,17.536776,15.261074,0.250
1999,12.010952,6.219818,0.250
